Unnamed: 0,text,label,timestamp,cleaned_text,sentiment
364,Hell yeah varsity life,Anxiety,2024-12-30,hell yeah varsity life,Neutral
365,Why so much pressure?,Anxiety,2024-12-31,why so much pressure,Positive
366,I can't take any more pressure pls!,Anxiety,2025-01-01,i cant take any more pressure pls,Positive
367,I want to exhale the restlessness in my chest with my breath,Anxiety,2025-01-02,i want to exhale the restlessness in my chest with my breath,Neutral
368,Porasonar mayre bap,Anxiety,2025-01-03,porasonar mayre bap,Neutral
369,Baler question kore rakhce,Anxiety,2025-01-04,baler question kore rakhce,Neutral
370,Vai exam eto kharap hoice,Anxiety,2025-01-05,vai exam eto kharap hoice,Neutral
371,Chintay matha betha kortece,Anxiety,2025-01-06,chintay matha betha kortece,Neutral
372,Get out ,Anxiety,2025-01-07,get out ,Neutral
373,I am fucking tired of everything,Anxiety,2025-01-08,i am fucking tired of everything,Negative
374,"It's getting closer to Eid Al-Fitr, there is a feeling of restlessness and restlessness even though I can cover it with my smile.. It's been almost 8 years of Hari Raya without meaning and getting used to it... Just be grateful to Allah that I can still fast for Ramadan and Eid... That's it",Anxiety,2025-01-09,its getting closer to eid alfitr there is a feeling of restlessness and restlessness even though i can cover it with my smile its been almost 8 years of hari raya without meaning and getting used to it just be grateful to allah that i can still fast for ramadan and eid thats it,Positive
375,I don't like feeling like this!! Kind of restless,Anxiety,2025-01-10,i dont like feeling like this kind of restless,Positive
376,Restless tonight,Anxiety,2025-01-11,restless tonight,Neutral
377,I've been restless since yesterday :(,Anxiety,2025-01-12,ive been restless since yesterday ,Neutral
378,3 days anxious tremor,Anxiety,2025-01-13,3 days anxious tremor,Negative
379,Still hopeful,Anxiety,2025-01-14,still hopeful,Neutral
380,"I want to ask. I'm an extrovert, but the more I come here, the more scared I am when I meet a lot of people, I feel anxious right away. Does anyone know why that is?",Anxiety,2025-01-15,i want to ask im an extrovert but the more i come here the more scared i am when i meet a lot of people i feel anxious right away does anyone know why that is,Positive
381,"Why is it that every time I do my job I'm always restless, I'm so dizzy, it's so hard I can't focus, please",Anxiety,2025-01-16,why is it that every time i do my job im always restless im so dizzy its so hard i cant focus please,Negative
382,Why am I nervous,Anxiety,2025-01-17,why am i nervous,Neutral
383,"Oh God, why am I in this house by nature angry, angry, anxious, anxious, restless, when my mouth is open, my heart is full of malice",Anxiety,2025-01-18,oh god why am i in this house by nature angry angry anxious anxious restless when my mouth is open my heart is full of malice,Negative
384,"I'm so worried, even though tomorrow is just a presentation...",Anxiety,2025-01-19,im so worried even though tomorrow is just a presentation,Neutral
385,"Lately, I've been feeling anxious, restless, sad, but I'm still feeling sad because na, kabeh comes naturally. Strange.",Anxiety,2025-01-20,lately ive been feeling anxious restless sad but im still feeling sad because na kabeh comes naturally strange,Negative
386,"I'm so worried, my cellphone is about to fall again",Anxiety,2025-01-21,im so worried my cellphone is about to fall again,Neutral
387,"Moving forward is hope, Quitting is despair. Restless hope is better than despair..#morethanfriends",Anxiety,2025-01-22,moving forward is hope quitting is despair restless hope is better than despairmorethanfriends,Positive
388,So when the time comes I won't be surprised anymore and won't be overly disappointed. I lowered my expectations amidst the many possibilities. That I undo because I know and self-aware. Now I shouldn't be nervous anymore right? But why am I still not ready?,Anxiety,2025-01-23,so when the time comes i wont be surprised anymore and wont be overly disappointed i lowered my expectations amidst the many possibilities that i undo because i know and selfaware now i shouldnt be nervous anymore right but why am i still not ready,Positive
389,ORIGINAL ORIGINAL AT THE END OF THIS END IS ANGRY EVERY HOURS 22.00 FEAR THE MIXTAPE COMES OUT,Anxiety,2025-01-24,original original at the end of this end is angry every hours 2200 fear the mixtape comes out,Positive
390,It's too lazy if every day the default is constantly restless for no reason,Anxiety,2025-01-25,its too lazy if every day the default is constantly restless for no reason,Negative
391,"Can I skip this or not? To be honest, I don't really have any feelings of anxiety, I just thought about it, do you think I can survive in this place or not??",Anxiety,2025-01-26,can i skip this or not to be honest i dont really have any feelings of anxiety i just thought about it do you think i can survive in this place or not,Positive
392,"Why do thoughts in the future always make you anxious, even though it is not necessarily the case. Whyyyyy? I'm so dizzy. Pdhl has encouraged himself to calm down, be patient, take it slow. Is there any medicine?",Anxiety,2025-01-27,why do thoughts in the future always make you anxious even though it is not necessarily the case whyyyyy im so dizzy pdhl has encouraged himself to calm down be patient take it slow is there any medicine,Negative
393,"Compromise to your heart's content. Restless , upset , happy , sad . It's like riding a gondola but don't know when to get off the ride.",Anxiety,2025-01-28,compromise to your hearts content restless  upset  happy  sad  its like riding a gondola but dont know when to get off the ride,Positive
394,"I'm easily restless, even fake.",Anxiety,2025-01-29,im easily restless even fake,Negative
395,"I'm really nervous, why is it, I don't have much worship..",Anxiety,2025-01-30,im really nervous why is it i dont have much worship,Positive
396,"Overthinking, restless, dizzy, tired, wants to cry, sucks in starting to enter the room",Anxiety,2025-01-31,overthinking restless dizzy tired wants to cry sucks in starting to enter the room,Negative
397,Why is this guy so restless,Anxiety,2025-02-01,why is this guy so restless,Neutral
398,"I'm lazy to work, if I often feel anxious",Anxiety,2025-02-02,im lazy to work if i often feel anxious,Negative
399,"It's been about 5 years (mid 2016) for the last time I felt this feeling of anxiety and lack of motivation. Now it appears again. Oh my God, what should I do..",Anxiety,2025-02-03,its been about 5 years mid 2016 for the last time i felt this feeling of anxiety and lack of motivation now it appears again oh my god what should i do,Neutral
400,Slowly I want to talk about feeling uneasy with the situation,Anxiety,2025-02-04,slowly i want to talk about feeling uneasy with the situation,Negative
401,"FEAR, GIVE UP, WORRY, YES HOW YES???",Anxiety,2025-02-05,fear give up worry yes how yes,Neutral
402,"Help ma mental... It's really like this... .I just told myself this afternoon that you're great, great because of your anxiety and overthinking you haven't appeared in a few months, but why is it now showing up again ️",Anxiety,2025-02-06,help ma mental its really like this i just told myself this afternoon that youre great great because of your anxiety and overthinking you havent appeared in a few months but why is it now showing up again ,Positive
403,how come there are so many senders asking me to make you cry and then explain the tags like literally brutal.. I'm a little worried..,Anxiety,2025-02-07,how come there are so many senders asking me to make you cry and then explain the tags like literally brutal im a little worried,Negative
404,Dancing on the edge of restlessness,Anxiety,2025-02-08,dancing on the edge of restlessness,Neutral
405,"If you are at home alone, you like to be anxious, gtu, taxi?",Anxiety,2025-02-09,if you are at home alone you like to be anxious gtu taxi,Negative
406,"When I re-read the soft file proposal, how come there are so many mistakes. But how do you want the file to be distributed, it's getting more and more anxious.",Anxiety,2025-02-10,when i reread the soft file proposal how come there are so many mistakes but how do you want the file to be distributed its getting more and more anxious,Positive
407,"Ptn! What do you think about fasting on social media after utbk? I'm really worried that I don't want to open social media, but I can't use Twitter because I need information to register",Anxiety,2025-02-11,ptn what do you think about fasting on social media after utbk im really worried that i dont want to open social media but i cant use twitter because i need information to register,Positive
408,Why is this feeling uneasy? I consider my manager like my own mother even though the age difference is only a year older. ..Or am I interested in the motherly soul huh,Anxiety,2025-02-12,why is this feeling uneasy i consider my manager like my own mother even though the age difference is only a year older or am i interested in the motherly soul huh,Positive
409,"It's this kind of anxiety that I don't likeðŸ˜ .Suddenly crying incoherently, chest pain, shaking etc... .But thank God I never had any intention of hurting myself",Anxiety,2025-02-13,its this kind of anxiety that i dont likeðÿ suddenly crying incoherently chest pain shaking etc but thank god i never had any intention of hurting myself,Positive
410,so it's like this.. the authors never wanted to post or chat but when rereading it cringe gt.. i'm afraid the readers won't like it... i'm wb + not very confident... i'm restless... hhhhh,Anxiety,2025-02-14,so its like this the authors never wanted to post or chat but when rereading it cringe gt im afraid the readers wont like it im wb  not very confident im restless hhhhh,Negative
411,"Very sad, I feel heartbroken even though I don't know the reason",Anxiety,2025-02-15,very sad i feel heartbroken even though i dont know the reason,Negative
412,Like to worry about the future,Anxiety,2025-02-16,like to worry about the future,Neutral
413,"Alone, accompanying you in silence. Throwing all restlessness in your heart. Trying to find peace of mind. Who has been betrayed all this time",Anxiety,2025-02-17,alone accompanying you in silence throwing all restlessness in your heart trying to find peace of mind who has been betrayed all this time,Neutral
414,"Restless, Restless, Restless",Anxiety,2025-02-18,restless restless restless,Neutral
415,"It's been a few days that I haven't slept very well, I'm very restlessðŸ¥²",Anxiety,2025-02-19,its been a few days that i havent slept very well im very restlessðÿ²,Positive
416,Why are you so restless,Anxiety,2025-02-20,why are you so restless,Neutral
417,"Just for Eid this year, I'm a little worried about the template questions that people often complain about. Oops, what's the answer?",Anxiety,2025-02-21,just for eid this year im a little worried about the template questions that people often complain about oops whats the answer,Negative
418,tired and restless,Anxiety,2025-02-22,tired and restless,Negative
419,"I'm nervous by nature, confused, nervous, when it's people, just relax :)",Anxiety,2025-02-23,im nervous by nature confused nervous when its people just relax ,Negative
420,"When the heart is sad, restless and filled with despair, remember that only to God do we complain.",Anxiety,2025-02-24,when the heart is sad restless and filled with despair remember that only to god do we complain,Negative
421,"mentally down because social media is not that good :""/ you're worried but can't do anything :((",Anxiety,2025-02-25,mentally down because social media is not that good  youre worried but cant do anything ,Positive
422,"Heart disease that is hard to get rid of: it's really hard not to be curious about other people's lives, you're jealous to the point of restlessness. Any tips?",Anxiety,2025-02-26,heart disease that is hard to get rid of its really hard not to be curious about other peoples lives youre jealous to the point of restlessness any tips,Negative
423,"Why are you worried about getting lost? The panic feeling is also really annoying, not just crying that bothers you. Kayak hey wft!",Anxiety,2025-02-27,why are you worried about getting lost the panic feeling is also really annoying not just crying that bothers you kayak hey wft,Negative
424,anxious,Anxiety,2025-02-28,anxious,Negative
425,Nightmares of a few minutes make you anxious and uninspired for days,Anxiety,2025-03-01,nightmares of a few minutes make you anxious and uninspired for days,Negative
426,"Restless, upset if there is no news all day..",Anxiety,2025-03-02,restless upset if there is no news all day,Neutral
427,"I'm getting more and more restless, and I'm crying as much as I can, and they just look at me crying, and they say, don't worry, sis, it's okay, you're okay here, you just need to rest, what do you want, just say it, we'll follow your request, except for 1 i.e. run away, you'll know later",Anxiety,2025-03-03,im getting more and more restless and im crying as much as i can and they just look at me crying and they say dont worry sis its okay youre okay here you just need to rest what do you want just say it well follow your request except for 1 ie run away youll know later,Positive
428,restless restless accompanying,Anxiety,2025-03-04,restless restless accompanying,Neutral
429,"Help! Lately, whenever I meet a lot of people I don't know, I always feel really dizzy, my stomach suddenly feels nauseous, anxious, panicked. How do you solve it? And why is that?",Anxiety,2025-03-05,help lately whenever i meet a lot of people i dont know i always feel really dizzy my stomach suddenly feels nauseous anxious panicked how do you solve it and why is that,Negative
430,"As the day draws near, I'm overthinking a lot, oh my god. Calm my restless heart """,Anxiety,2025-03-06,as the day draws near im overthinking a lot oh my god calm my restless heart ,Positive
431,Anxiety for no reason. How come?,Anxiety,2025-03-07,anxiety for no reason how come,Neutral
432,"It just felt like a storm, rumbling, boisterous, restless and quite stifling.",Anxiety,2025-03-08,it just felt like a storm rumbling boisterous restless and quite stifling,Neutral
433,3G.. anxious and restless,Anxiety,2025-03-09,3g anxious and restless,Negative
434,I'm so restless when I can calm down y,Anxiety,2025-03-10,im so restless when i can calm down y,Positive
435,"It's been a long time since I've been here, I'm suddenly restless + crazy chest pain",Anxiety,2025-03-11,its been a long time since ive been here im suddenly restless  crazy chest pain,Negative
436,restless upset languishing,Anxiety,2025-03-12,restless upset languishing,Neutral
437,"Just shut up, you know it's there. Afraid, still anxiously waiting for this month ™ »",Anxiety,2025-03-13,just shut up you know its there afraid still anxiously waiting for this month  ,Negative
438,"Kinda not very excited. Restless, many thoughts, bored, confused, sad, angry, afraid, frantic. Ah...",Anxiety,2025-03-14,kinda not very excited restless many thoughts bored confused sad angry afraid frantic ah,Negative
439,"guys, how do you not get triggered easily? tl I'm still sad, I'm sad too... now I feel nervous and anxious, I want to cry.",Anxiety,2025-03-15,guys how do you not get triggered easily tl im still sad im sad too now i feel nervous and anxious i want to cry,Negative
440,"Usually I sleep well every afternoon, I just want to rest for a while, I feel restless because the task hasn't been completed yet",Anxiety,2025-03-16,usually i sleep well every afternoon i just want to rest for a while i feel restless because the task hasnt been completed yet,Negative
441,"Wehh, I just woke up, I was immediately worried, scared to run out, I didn't like it.",Anxiety,2025-03-17,wehh i just woke up i was immediately worried scared to run out i didnt like it,Neutral
442,"Don't worry too much, your story is written by the best screenwriter",Anxiety,2025-03-18,dont worry too much your story is written by the best screenwriter,Positive
443,Actually you know that the cure for your anxiety and confusion is by praying to God. But why do you still forget Him. #PeelGunda,Anxiety,2025-03-19,actually you know that the cure for your anxiety and confusion is by praying to god but why do you still forget him peelgunda,Neutral
444,"restless and emotional like PMS again, even though it's over. it doesn't feel very comfortable. kesenggol stik wants to cry. – istighfar a lot",Anxiety,2025-03-20,restless and emotional like pms again even though its over it doesnt feel very comfortable kesenggol stik wants to cry  istighfar a lot,Positive
445,"want to sleep restless, wake up restless. what do you want to die for?",Anxiety,2025-03-21,want to sleep restless wake up restless what do you want to die for,Neutral
446,Emotional when PMS is motivated by insecurity which also increases due to these hormones. I don't know why I will feel anxious about many things for no reason even if there is a reason it's just too much to say ™ƒðŸ™ƒðŸ™ƒ,Anxiety,2025-03-22,emotional when pms is motivated by insecurity which also increases due to these hormones i dont know why i will feel anxious about many things for no reason even if there is a reason its just too much to say ƒðÿƒðÿƒ,Positive
447,"I feel so restless, why?",Anxiety,2025-03-23,i feel so restless why,Neutral
448,restless oh nervous.,Anxiety,2025-03-24,restless oh nervous,Neutral
449,always worried about tomorrow,Anxiety,2025-03-25,always worried about tomorrow,Neutral
450,"If you're blank and restless, your typing will be random",Anxiety,2025-03-26,if youre blank and restless your typing will be random,Negative
451,I'm so nervous :(,Anxiety,2025-03-27,im so nervous ,Neutral
452,"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",Anxiety,2025-03-28,no regrets or grudgesangry at things that have passed and not worrying too much about the future thats true serenity,Positive
453,Looks like I'm going to leave WhatsApp aka I don't want to open it often because I don't know why I'm worried every time I open it,Anxiety,2025-03-29,looks like im going to leave whatsapp aka i dont want to open it often because i dont know why im worried every time i open it,Neutral
454,This week really can't calm down– there's just something that's bothering me,Anxiety,2025-03-30,this week really cant calm down theres just something thats bothering me,Positive
455,Very restless huh,Anxiety,2025-03-31,very restless huh,Positive
456,Have you ever been... you're honest but you're the one who's restless hh,Anxiety,2025-04-01,have you ever been youre honest but youre the one whos restless hh,Positive
457,confused and restless. This heart seems to die. When you change,Anxiety,2025-04-02,confused and restless this heart seems to die when you change,Negative
458,Can't sleep restless,Anxiety,2025-04-03,cant sleep restless,Neutral
459,"Why is it, every time you want to do something, you get nervous..",Anxiety,2025-04-04,why is it every time you want to do something you get nervous,Neutral
460,"I'm mute, stuck in a dream sheet. I flinch when the clink of time calls out to me. I wake up, restless",Anxiety,2025-04-05,im mute stuck in a dream sheet i flinch when the clink of time calls out to me i wake up restless,Neutral
461,"It's true, it's okay to be nervous, it's really okay to get it""",Anxiety,2025-04-06,its true its okay to be nervous its really okay to get it,Positive
462,"Have you ever felt anxious every day because you were worried about the future, just kept thinking about it all day, to be honest, I'm really tired, I'm really tired, I just have to have a lot of ABCDEFG plans for the future, I can only say to myself ""yo, cheer up yo"" :')",Anxiety,2025-04-07,have you ever felt anxious every day because you were worried about the future just kept thinking about it all day to be honest im really tired im really tired i just have to have a lot of abcdefg plans for the future i can only say to myself yo cheer up yo ,Negative
463,why is this.. suddenly very nervous,Anxiety,2025-04-08,why is this suddenly very nervous,Positive
464,"I'm restless, I'm languishing every night, it's really hard when I'm tired",Anxiety,2025-04-09,im restless im languishing every night its really hard when im tired,Negative
465,"Restless, heart pounding. Fix anxious again :)",Anxiety,2025-04-10,restless heart pounding fix anxious again ,Negative
466,"Don't worry, don't worry",Anxiety,2025-04-11,dont worry dont worry,Neutral
467,"I wonder why lately I've been nervous when it's already above 9 o'clock, even though there's no problem. How do you prevent anxiety?",Anxiety,2025-04-12,i wonder why lately ive been nervous when its already above 9 oclock even though theres no problem how do you prevent anxiety,Negative
468,"This morning, I'm anxious, anxious, dizzy, dizzy, not nauseous, until all the contents of my stomach are out, my heart is pounding wildly, ah, I'm scared. I wonder what if I die. I'm really scared :'""",Anxiety,2025-04-13,this morning im anxious anxious dizzy dizzy not nauseous until all the contents of my stomach are out my heart is pounding wildly ah im scared i wonder what if i die im really scared ,Negative
469,let this anxious rest ok. please this,Anxiety,2025-04-14,let this anxious rest ok please this,Positive
470,"Believe me, he loves you very much.. It's just that you are too worried about losing, because you have fallen so many times",Anxiety,2025-04-15,believe me he loves you very much its just that you are too worried about losing because you have fallen so many times,Positive
471,The highest level of miss is when you are worried about him for no apparent reason.,Anxiety,2025-04-16,the highest level of miss is when you are worried about him for no apparent reason,Negative
472,"At first, I just did it, in the end I started to feel worried and anxious about the situation.",Anxiety,2025-04-17,at first i just did it in the end i started to feel worried and anxious about the situation,Neutral
473,"Actually, I'm just happy to be happy right now, but yeah, I really like being nervous all of a sudden",Anxiety,2025-04-18,actually im just happy to be happy right now but yeah i really like being nervous all of a sudden,Positive
474,why do you suddenly worry too much with cold sweat :))))),Anxiety,2025-04-19,why do you suddenly worry too much with cold sweat ,Negative
475,I'm upset restless languishing,Anxiety,2025-04-20,im upset restless languishing,Neutral
476,"If you're nervous, you can't sleep normally.. this one is more fun, can't sleep too :)",Anxiety,2025-04-21,if youre nervous you cant sleep normally this one is more fun cant sleep too ,Positive
477,"stop disclaimer depression is easy... depression is sick, it's not good to be tired, mental illness isn't just depression",Anxiety,2025-04-22,stop disclaimer depression is easy depression is sick its not good to be tired mental illness isnt just depression,Negative
478,"dizzy, restless, shaking so one solid buddy",Anxiety,2025-04-23,dizzy restless shaking so one solid buddy,Neutral
479,"If you are already a mate, all doubts will be whole, all worries will surely come true",Anxiety,2025-04-24,if you are already a mate all doubts will be whole all worries will surely come true,Positive
480,"So often restless in the middle of the night but for no reason, why is this",Anxiety,2025-04-25,so often restless in the middle of the night but for no reason why is this,Neutral
481,I don't know why he's so restless today,Anxiety,2025-04-26,i dont know why hes so restless today,Neutral
482,"Finally able to breath & eat after taking Miko to see the doctor. Moreover, the condition is not as serious as the other doctor thought...I thought that my anxiety disorder was serious too.. I panicked about the situation & Miko's condition until this afternoon couldn't think + nausea + wanted to throw up. Almost panic attack",Anxiety,2025-04-27,finally able to breath  eat after taking miko to see the doctor moreover the condition is not as serious as the other doctor thoughti thought that my anxiety disorder was serious too i panicked about the situation  mikos condition until this afternoon couldnt think  nausea  wanted to throw up almost panic attack,Negative
483,Feeling restless inside,Anxiety,2025-04-28,feeling restless inside,Neutral
484,"I'm small. I praise myself. other people are discouraged, I'm restless, wondering how to make things better. I'm nothing.",Anxiety,2025-04-29,im small i praise myself other people are discouraged im restless wondering how to make things better im nothing,Positive
485,Always haunted by anxiety,Anxiety,2025-04-30,always haunted by anxiety,Neutral
486,"Everything feels so short and for now starting to be afraid to lose, starting to feel anxious about various things, somehow if it really happened",Anxiety,2025-05-01,everything feels so short and for now starting to be afraid to lose starting to feel anxious about various things somehow if it really happened,Negative
487,Why am I getting anxious at the end of the day?,Anxiety,2025-05-02,why am i getting anxious at the end of the day,Negative
488,I don't know why tbtb is restless not calm,Anxiety,2025-05-03,i dont know why tbtb is restless not calm,Negative
489,Sunday calm but restless ©,Anxiety,2025-05-04,sunday calm but restless ,Positive
490,"It's true, it's okay to say it's too late just because of that yes, that's all, but it really makes stress and anxiety uncontrollably ",Anxiety,2025-05-05,its true its okay to say its too late just because of that yes thats all but it really makes stress and anxiety uncontrollably ,Positive
491,"Have you ever felt like you're sad but you're not sad, you feel like you're nervous but you don't know what you're confused about, you just want to sleep but you can't",Anxiety,2025-05-06,have you ever felt like youre sad but youre not sad you feel like youre nervous but you dont know what youre confused about you just want to sleep but you cant,Negative
492,"Why is it that I'm CB dreaming this time, I'm really nervous, I don't know why?",Anxiety,2025-05-07,why is it that im cb dreaming this time im really nervous i dont know why,Positive
493,"No need to worry, your story is written by the best screenwriters",Anxiety,2025-05-08,no need to worry your story is written by the best screenwriters,Positive
494,"Nurture your own mind, don't be anxious and nervous, because by His side are calm souls.",Anxiety,2025-05-09,nurture your own mind dont be anxious and nervous because by his side are calm souls,Positive
495,Still very anxious £,Anxiety,2025-05-10,still very anxious ,Negative
496,It's a different time to be so restless,Anxiety,2025-05-11,its a different time to be so restless,Neutral
497,"How do you not think about negative things and don't get anxious easily, how do you want to live calmly without thinking every minute that you shouldn't be thinking about it..",Anxiety,2025-05-12,how do you not think about negative things and dont get anxious easily how do you want to live calmly without thinking every minute that you shouldnt be thinking about it,Positive
498,"the habit of chatting for a day, gadicchat immediately restless ™ƒ YES TP IS THE TIME I CHAT FIRST THE FACE W WANT TO TARO WHERE",Anxiety,2025-05-13,the habit of chatting for a day gadicchat immediately restless ƒ yes tp is the time i chat first the face w want to taro where,Positive
499,I'm dancing on the edge of restlessness. Craving a lost soul,Anxiety,2025-05-14,im dancing on the edge of restlessness craving a lost soul,Neutral
